10	 5	 0.149663	 0.0995179	 0.0392155	 0.0217207
15	 5	 0.107443	 0.0623142	 0.0289383	 0.0148174
20	 5	 0.0860208	 0.0467865	 0.0233397	 0.0113734
25	 5	 0.0740522	 0.040827	 0.0204021	 0.0100698
30	 5	 0.0662413	 0.0355351	 0.0182532	 0.00877394
35	 5	 0.0588168	 0.0304891	 0.0163596	 0.00774113
40	 5	 0.055122	 0.0281963	 0.0153279	 0.00718706
45	 5	 0.0511822	 0.0258952	 0.014294	 0.00665915
50	 5	 0.047749	 0.0242014	 0.0132614	 0.00624313
55	 5	 0.0450659	 0.0223301	 0.012609	 0.00575959
60	 5	 0.0424481	 0.0207607	 0.0118846	 0.00537191
65	 5	 0.0406316	 0.0201286	 0.01138	 0.00522461
70	 5	 0.0397591	 0.0191474	 0.0111247	 0.00492146
75	 5	 0.0373634	 0.0177811	 0.0104987	 0.00460079
80	 5	 0.0361966	 0.0173012	 0.0100818	 0.00451419
85	 5	 0.0349643	 0.0171192	 0.00980567	 0.00447755
90	 5	 0.0338546	 0.0161745	 0.00946184	 0.00421062
95	 5	 0.0329567	 0.0154636	 0.00922724	 0.00405314
100	 5	 0.0320806	 0.0150549	 0.00893458	 0.00395935
105	 5	 0.0314912	 0.0147898	 0.00876093	 0.00392648
110	 5	 0.0302368	 0.0144056	 0.0085164	 0.00384394
115	 5	 0.0297159	 0.0139821	 0.00828479	 0.00367809
120	 5	 0.0288082	 0.013223	 0.00801648	 0.00349666
