30	 1	 0.0131704	 0.00680429	 0.00366865	 0.00169481
30	 1.5	 0.0193102	 0.00982935	 0.00544647	 0.00252583
30	 2	 0.0255568	 0.0130414	 0.0072108	 0.00330564
30	 2.5	 0.0322238	 0.0169846	 0.00894305	 0.00420232
30	 3	 0.0384547	 0.0204627	 0.010837	 0.00503596
30	 3.5	 0.0453394	 0.0240855	 0.0126623	 0.0059817
30	 4	 0.0521585	 0.0275993	 0.0143675	 0.00691248
30	 4.5	 0.058286	 0.0308822	 0.0160517	 0.00765954
30	 5	 0.0650754	 0.0344058	 0.0179441	 0.00862797
30	 5.5	 0.0723811	 0.0388527	 0.0199925	 0.00959604
30	 6	 0.0786279	 0.0416279	 0.0215677	 0.0104016
30	 6.5	 0.0862008	 0.0455964	 0.0236945	 0.0111518
30	 7	 0.0917479	 0.0488381	 0.0256222	 0.0120218
30	 7.5	 0.0998975	 0.0537989	 0.0274858	 0.0131283
30	 8	 0.105619	 0.0558929	 0.0292266	 0.0137277
30	 8.5	 0.115783	 0.0613631	 0.0312783	 0.0150055
30	 9	 0.120444	 0.0641448	 0.0325976	 0.0156048
30	 9.5	 0.128249	 0.0685586	 0.0345613	 0.0164793
30	 10	 0.136603	 0.073328	 0.0365404	 0.0176545
30	 10.5	 0.141861	 0.0748701	 0.0382969	 0.0182074
30	 11	 0.151775	 0.0807338	 0.0407108	 0.0194487
30	 11.5	 0.155192	 0.0827466	 0.0416813	 0.0198047
30	 12	 0.168524	 0.0909064	 0.044692	 0.0213749
